uuid,timestamp,event,amount_loan,risk_level,assessment
978,2022-11-30 21:28:43,Normal Check,,1,
978,2022-11-30 23:28:43,Overall Assessment,,,
978,2022-12-01 01:28:43,Inform Customer,,,
979,2022-12-09 10:55:51,Customer applies for loan,,,
979,2022-12-09 12:55:51,Check application data,37045,,
979,2022-12-09 14:55:51,Normal Check,,1,
979,2022-12-09 16:55:51,Overall Assessment,,,
979,2022-12-09 18:55:51,Inform Customer,,,
980,2022-12-09 17:28:56,Customer applies for loan,,,
980,2022-12-09 19:28:56,Check application data,27485,,
980,2022-12-09 21:28:56,Normal Check,,3,
980,2022-12-09 23:28:56,Overall Assessment,,,
980,2022-12-10 01:28:56,Inform Customer,,,
981,2022-12-14 08:00:43,Customer applies for loan,,,
981,2022-12-14 10:00:43,Check application data,85656,,
981,2022-12-14 12:00:43,Extensive Check,,2,
981,2022-12-14 14:00:43,Overall Assessment,,,
981,2022-12-14 16:00:43,Inform Customer,,,
982,2022-12-14 17:50:27,Customer applies for loan,,,
982,2022-12-14 19:50:27,Check application data,24572,,
982,2022-12-14 21:50:27,Normal Check,,2,
982,2022-12-14 23:50:27,Overall Assessment,,,
982,2022-12-15 01:50:27,Inform Customer,,,
983,2022-12-14 16:25:42,Customer applies for loan,,,
983,2022-12-14 18:25:42,Check application data,15331,,
983,2022-12-14 20:25:42,Normal Check,,0,
983,2022-12-14 22:25:42,Overall Assessment,,,
983,2022-12-15 00:25:42,Inform Customer,,,
984,2022-12-10 09:27:40,Customer applies for loan,,,
984,2022-12-10 11:27:40,Check application data,19171,,
984,2022-12-10 13:27:40,Normal Check,,4,
984,2022-12-10 15:27:40,Overall Assessment,,,
984,2022-12-10 17:27:40,Inform Customer,,,
985,2022-12-12 14:56:45,Customer applies for loan,,,
985,2022-12-12 16:56:45,Check application data,88932,,
985,2022-12-12 18:56:45,Extensive Check,,3,
985,2022-12-12 20:56:45,Overall Assessment,,,
985,2022-12-12 22:56:45,Inform Customer,,,
986,2022-12-05 11:13:54,Customer applies for loan,,,
986,2022-12-05 13:13:54,Check application data,11338,,
986,2022-12-05 15:13:54,Normal Check,,1,
986,2022-12-05 17:13:54,Overall Assessment,,,
986,2022-12-05 19:13:54,Inform Customer,,,
987,2022-12-14 12:52:40,Customer applies for loan,,,
987,2022-12-14 14:52:40,Check application data,43009,,
987,2022-12-14 16:52:40,Normal Check,,2,
987,2022-12-14 18:52:40,Overall Assessment,,,
987,2022-12-14 20:52:40,Inform Customer,,,
988,2022-12-09 18:23:23,Customer applies for loan,,,
988,2022-12-09 20:23:23,Check application data,45663,,
988,2022-12-09 22:23:23,Normal Check,,3,
988,2022-12-10 00:23:23,Overall Assessment,,,
988,2022-12-10 02:23:23,Inform Customer,,,
989,2022-12-01 09:30:37,Customer applies for loan,,,
989,2022-12-01 11:30:37,Check application data,90541,,
989,2022-12-01 13:30:37,Extensive Check,,2,
989,2022-12-01 15:30:37,Overall Assessment,,,
989,2022-12-01 17:30:37,Inform Customer,,,
990,2022-11-27 11:22:49,Customer applies for loan,,,
990,2022-11-27 13:22:49,Check application data,33675,,
990,2022-11-27 15:22:49,Normal Check,,1,
990,2022-11-27 17:22:49,Overall Assessment,,,
990,2022-11-27 19:22:49,Inform Customer,,,
991,2022-12-01 15:45:53,Customer applies for loan,,,
991,2022-12-01 17:45:53,Check application data,15445,,
991,2022-12-01 19:45:53,Normal Check,,0,
991,2022-12-01 21:45:53,Overall Assessment,,,
991,2022-12-01 23:45:53,Inform Customer,,,
992,2022-12-01 13:43:46,Customer applies for loan,,,
992,2022-12-01 15:43:46,Check application data,64410,,
992,2022-12-01 17:43:46,Normal Check,,1,
992,2022-12-01 19:43:46,Overall Assessment,,,
992,2022-12-01 21:43:46,Inform Customer,,,
993,2022-12-02 17:25:54,Customer applies for loan,,,
993,2022-12-02 19:25:54,Check application data,96260,,
993,2022-12-02 21:25:54,Extensive Check,,1,
993,2022-12-02 23:25:54,Overall Assessment,,,
993,2022-12-03 01:25:54,Inform Customer,,,
994,2022-11-26 08:23:01,Customer applies for loan,,,
994,2022-11-26 10:23:01,Check application data,55146,,
994,2022-11-26 12:23:01,Normal Check,,4,
994,2022-11-26 14:23:01,Overall Assessment,,,
994,2022-11-26 16:23:01,Inform Customer,,,
995,2022-11-27 12:20:12,Customer applies for loan,,,
995,2022-11-27 14:20:12,Check application data,62065,,
995,2022-11-27 16:20:12,Normal Check,,0,
995,2022-11-27 18:20:12,Overall Assessment,,,
995,2022-11-27 20:20:12,Inform Customer,,,
996,2022-12-03 09:21:06,Customer applies for loan,,,
996,2022-12-03 11:21:06,Check application data,69078,,
996,2022-12-03 13:21:06,Normal Check,,0,
996,2022-12-03 15:21:06,Overall Assessment,,,
996,2022-12-03 17:21:06,Inform Customer,,,
997,2022-12-03 15:13:38,Customer applies for loan,,,
997,2022-12-03 17:13:38,Check application data,56233,,
997,2022-12-03 19:13:38,Normal Check,,2,
997,2022-12-03 21:13:38,Overall Assessment,,,
997,2022-12-03 23:13:38,Inform Customer,,,
998,2022-12-03 10:58:45,Customer applies for loan,,,
998,2022-12-03 12:58:45,Check application data,37345,,
998,2022-12-03 14:58:45,Normal Check,,4,
998,2022-12-03 16:58:45,Overall Assessment,,,
998,2022-12-03 18:58:45,Inform Customer,,,
999,2022-12-12 10:37:09,Customer applies for loan,,,
999,2022-12-12 12:37:09,Check application data,30747,,
999,2022-12-12 14:37:09,Normal Check,,2,
999,2022-12-12 16:37:09,Overall Assessment,,,
999,2022-12-12 18:37:09,Inform Customer,,,
1000,2022-12-08 08:01:54,Customer applies for loan,,,
1000,2022-12-08 10:01:54,Check application data,69152,,
1000,2022-12-08 12:01:54,Normal Check,,3,
1000,2022-12-08 14:01:54,Overall Assessment,,,
1000,2022-12-08 16:01:54,Inform Customer,,,
1001,2022-12-13 13:08:04,Customer applies for loan,,,
1001,2022-12-13 15:08:04,Check application data,51100,,
1001,2022-12-13 17:08:04,Normal Check,,0,
1001,2022-12-13 19:08:04,Overall Assessment,,,
1001,2022-12-13 21:08:04,Inform Customer,,,
1002,2022-12-04 13:58:22,Customer applies for loan,,,
1002,2022-12-04 15:58:22,Check application data,75384,,
1002,2022-12-04 17:58:22,Normal Check,,2,
1002,2022-12-04 19:58:22,Overall Assessment,,,
1002,2022-12-04 21:58:22,Inform Customer,,,
1003,2022-11-28 10:22:37,Customer applies for loan,,,
1003,2022-11-28 12:22:37,Check application data,31438,,
1003,2022-11-28 14:22:37,Normal Check,,3,
1003,2022-11-28 16:22:37,Overall Assessment,,,
1003,2022-11-28 18:22:37,Inform Customer,,,
1004,2022-12-04 10:36:27,Customer applies for loan,,,
1004,2022-12-04 12:36:27,Check application data,89135,,
1004,2022-12-04 14:36:27,Extensive Check,,0,
1004,2022-12-04 16:36:27,Overall Assessment,,,
1004,2022-12-04 18:36:27,Inform Customer,,,
1005,2022-11-29 13:22:25,Customer applies for loan,,,
1005,2022-11-29 15:22:25,Check application data,39117,,
1005,2022-11-29 17:22:25,Normal Check,,4,
1005,2022-11-29 19:22:25,Overall Assessment,,,
1005,2022-11-29 21:22:25,Inform Customer,,,
1006,2022-11-28 17:26:20,Customer applies for loan,,,
1006,2022-11-28 19:26:20,Check application data,72349,,
1006,2022-11-28 21:26:20,Normal Check,,0,
1006,2022-11-28 23:26:20,Overall Assessment,,,
1006,2022-11-29 01:26:20,Inform Customer,,,
1007,2022-11-29 10:12:44,Customer applies for loan,,,
1007,2022-11-29 12:12:44,Check application data,35043,,
1007,2022-11-29 14:12:44,Normal Check,,0,
1007,2022-11-29 16:12:44,Overall Assessment,,,
1007,2022-11-29 18:12:44,Inform Customer,,,
1008,2022-11-27 16:28:50,Customer applies for loan,,,
1008,2022-11-27 18:28:50,Check application data,19169,,
1008,2022-11-27 20:28:50,Normal Check,,0,
1008,2022-11-27 22:28:50,Overall Assessment,,,
1008,2022-11-28 00:28:50,Inform Customer,,,
1009,2022-12-02 08:59:17,Customer applies for loan,,,
1009,2022-12-02 10:59:17,Check application data,28660,,
1009,2022-12-02 12:59:17,Normal Check,,1,
1009,2022-12-02 14:59:17,Overall Assessment,,,
1009,2022-12-02 16:59:17,Inform Customer,,,
1010,2022-12-15 17:43:38,Customer applies for loan,,,
1010,2022-12-15 19:43:38,Check application data,27581,,
1010,2022-12-15 21:43:38,Normal Check,,2,
1010,2022-12-15 23:43:38,Overall Assessment,,,
1010,2022-12-16 01:43:38,Inform Customer,,,
1011,2022-12-04 16:14:14,Customer applies for loan,,,
1011,2022-12-04 18:14:14,Check application data,14286,,
1011,2022-12-04 20:14:14,Normal Check,,1,
1011,2022-12-04 22:14:14,Overall Assessment,,,
1011,2022-12-05 00:14:14,Inform Customer,,,
1012,2022-12-11 11:35:31,Customer applies for loan,,,
1012,2022-12-11 13:35:31,Check application data,78731,,
1012,2022-12-11 15:35:31,Normal Check,,4,
1012,2022-12-11 17:35:31,Overall Assessment,,,
1012,2022-12-11 19:35:31,Inform Customer,,,
1013,2022-12-12 14:17:21,Customer applies for loan,,,
1013,2022-12-12 16:17:21,Check application data,10423,,
1013,2022-12-12 18:17:21,Normal Check,,1,
1013,2022-12-12 20:17:21,Overall Assessment,,,
1013,2022-12-12 22:17:21,Inform Customer,,,
1014,2022-12-09 17:32:39,Customer applies for loan,,,
1014,2022-12-09 19:32:39,Check application data,35288,,
1014,2022-12-09 21:32:39,Normal Check,,1,
1014,2022-12-09 23:32:39,Overall Assessment,,,
1014,2022-12-10 01:32:39,Inform Customer,,,
1015,2022-12-15 10:47:15,Customer applies for loan,,,
1015,2022-12-15 12:47:15,Check application data,85421,,
1015,2022-12-15 14:47:15,Extensive Check,,0,
1015,2022-12-15 16:47:15,Overall Assessment,,,
1015,2022-12-15 18:47:15,Inform Customer,,,
1016,2022-11-26 16:54:28,Customer applies for loan,,,
1016,2022-11-26 18:54:28,Check application data,84189,,
1016,2022-11-26 20:54:28,Extensive Check,,0,
1016,2022-11-26 22:54:28,Overall Assessment,,,
1016,2022-11-27 00:54:28,Inform Customer,,,
1017,2022-12-14 12:38:45,Customer applies for loan,,,
1017,2022-12-14 14:38:45,Check application data,43004,,
1017,2022-12-14 16:38:45,Normal Check,,4,
1017,2022-12-14 18:38:45,Overall Assessment,,,
1017,2022-12-14 20:38:45,Inform Customer,,,
1018,2022-12-11 12:08:41,Customer applies for loan,,,
1018,2022-12-11 14:08:41,Check application data,24724,,
1018,2022-12-11 16:08:41,Normal Check,,0,
1018,2022-12-11 18:08:41,Overall Assessment,,,
1018,2022-12-11 20:08:41,Inform Customer,,,
1019,2022-11-28 16:59:01,Customer applies for loan,,,
1019,2022-11-28 18:59:01,Check application data,94109,,
1019,2022-11-28 20:59:01,Extensive Check,,4,
1019,2022-11-28 22:59:01,Overall Assessment,,,
1019,2022-11-29 00:59:01,Inform Customer,,,
1020,2022-11-29 09:13:42,Customer applies for loan,,,
1020,2022-11-29 11:13:42,Check application data,45377,,
1020,2022-11-29 13:13:42,Normal Check,,1,
1020,2022-11-29 15:13:42,Overall Assessment,,,
1020,2022-11-29 17:13:42,Inform Customer,,,
1021,2022-11-30 17:55:45,Customer applies for loan,,,
1021,2022-11-30 19:55:45,Check application data,47989,,
1021,2022-11-30 21:55:45,Normal Check,,0,
1021,2022-11-30 23:55:45,Overall Assessment,,,
1021,2022-12-01 01:55:45,Inform Customer,,,
1022,2022-12-06 18:18:08,Customer applies for loan,,,
1022,2022-12-06 20:18:08,Check application data,17991,,
1022,2022-12-06 22:18:08,Normal Check,,3,
1022,2022-12-07 00:18:08,Overall Assessment,,,
1022,2022-12-07 02:18:08,Inform Customer,,,
1023,2022-12-05 12:29:06,Customer applies for loan,,,
1023,2022-12-05 14:29:06,Check application data,75256,,
1023,2022-12-05 16:29:06,Normal Check,,0,
1023,2022-12-05 18:29:06,Overall Assessment,,,
1023,2022-12-05 20:29:06,Inform Customer,,,
1024,2022-11-30 17:51:53,Customer applies for loan,,,
1024,2022-11-30 19:51:53,Check application data,57805,,
1024,2022-11-30 21:51:53,Normal Check,,0,
1024,2022-11-30 23:51:53,Overall Assessment,,,
1024,2022-12-01 01:51:53,Inform Customer,,,
1025,2022-11-30 14:04:01,Customer applies for loan,,,
1025,2022-11-30 16:04:01,Check application data,94199,,
1025,2022-11-30 18:04:01,Extensive Check,,4,
1025,2022-11-30 20:04:01,Overall Assessment,,,
1025,2022-11-30 22:04:01,Inform Customer,,,
1026,2022-12-07 17:58:39,Customer applies for loan,,,
1026,2022-12-07 19:58:39,Check application data,87415,,
1026,2022-12-07 21:58:39,Extensive Check,,3,
1026,2022-12-07 23:58:39,Overall Assessment,,,
1026,2022-12-08 01:58:39,Inform Customer,,,
1027,2022-11-30 08:37:53,Customer applies for loan,,,
1027,2022-11-30 10:37:53,Check application data,80740,,
1027,2022-11-30 12:37:53,Extensive Check,,3,
1027,2022-11-30 14:37:53,Overall Assessment,,,
1027,2022-11-30 16:37:53,Inform Customer,,,
1028,2022-12-03 08:16:07,Customer applies for loan,,,
1028,2022-12-03 10:16:07,Check application data,24687,,
1028,2022-12-03 12:16:07,Normal Check,,2,
1028,2022-12-03 14:16:07,Overall Assessment,,,
1028,2022-12-03 16:16:07,Inform Customer,,,
1029,2022-11-26 14:50:09,Customer applies for loan,,,
1029,2022-11-26 16:50:09,Check application data,37364,,
1029,2022-11-26 18:50:09,Normal Check,,4,
1029,2022-11-26 20:50:09,Overall Assessment,,,
1029,2022-11-26 22:50:09,Inform Customer,,,
1030,2022-11-29 08:37:05,Customer applies for loan,,,
1030,2022-11-29 10:37:05,Check application data,66443,,
1030,2022-11-29 12:37:05,Normal Check,,0,
1030,2022-11-29 14:37:05,Overall Assessment,,,
1030,2022-11-29 16:37:05,Inform Customer,,,
1031,2022-12-10 17:33:21,Customer applies for loan,,,
1031,2022-12-10 19:33:21,Check application data,79293,,
1031,2022-12-10 21:33:21,Normal Check,,3,
1031,2022-12-10 23:33:21,Overall Assessment,,,
1031,2022-12-11 01:33:21,Inform Customer,,,
1032,2022-12-08 08:35:27,Customer applies for loan,,,
1032,2022-12-08 10:35:27,Check application data,29948,,
1032,2022-12-08 12:35:27,Normal Check,,3,
1032,2022-12-08 14:35:27,Overall Assessment,,,
1032,2022-12-08 16:35:27,Inform Customer,,,
1033,2022-11-28 08:11:35,Customer applies for loan,,,
1033,2022-11-28 10:11:35,Check application data,85897,,
1033,2022-11-28 12:11:35,Extensive Check,,2,
1033,2022-11-28 14:11:35,Overall Assessment,,,
1033,2022-11-28 16:11:35,Inform Customer,,,
1034,2022-12-03 09:32:30,Customer applies for loan,,,
1034,2022-12-03 11:32:30,Check application data,25714,,
1034,2022-12-03 13:32:30,Normal Check,,4,
1034,2022-12-03 15:32:30,Overall Assessment,,,
1034,2022-12-03 17:32:30,Inform Customer,,,
1035,2022-12-04 15:42:33,Customer applies for loan,,,
1035,2022-12-04 17:42:33,Check application data,34044,,
1035,2022-12-04 19:42:33,Normal Check,,2,
1035,2022-12-04 21:42:33,Overall Assessment,,,
1035,2022-12-04 23:42:33,Inform Customer,,,
1036,2022-12-08 14:27:41,Customer applies for loan,,,
1036,2022-12-08 16:27:41,Check application data,88240,,
1036,2022-12-08 18:27:41,Extensive Check,,2,
1036,2022-12-08 20:27:41,Overall Assessment,,,
1036,2022-12-08 22:27:41,Inform Customer,,,
1037,2022-12-02 16:57:31,Customer applies for loan,,,
1037,2022-12-02 18:57:31,Check application data,61735,,
1037,2022-12-02 20:57:31,Normal Check,,3,
1037,2022-12-02 22:57:31,Overall Assessment,,,
1037,2022-12-03 00:57:31,Inform Customer,,,
1038,2022-11-27 08:26:55,Customer applies for loan,,,
1038,2022-11-27 10:26:55,Check application data,16566,,
1038,2022-11-27 12:26:55,Normal Check,,4,
1038,2022-11-27 14:26:55,Overall Assessment,,,
1038,2022-11-27 16:26:55,Inform Customer,,,
1039,2022-11-30 12:48:10,Customer applies for loan,,,
1039,2022-11-30 14:48:10,Check application data,57724,,
1039,2022-11-30 16:48:10,Normal Check,,1,
1039,2022-11-30 18:48:10,Overall Assessment,,,
1039,2022-11-30 20:48:10,Inform Customer,,,
1040,2022-11-30 08:27:15,Customer applies for loan,,,
1040,2022-11-30 10:27:15,Check application data,30101,,
1040,2022-11-30 12:27:15,Normal Check,,3,
1040,2022-11-30 14:27:15,Overall Assessment,,,
1040,2022-11-30 16:27:15,Inform Customer,,,
1041,2022-11-29 15:49:45,Customer applies for loan,,,
1041,2022-11-29 17:49:45,Check application data,85486,,
1041,2022-11-29 19:49:45,Extensive Check,,1,
1041,2022-11-29 21:49:45,Overall Assessment,,,
1041,2022-11-29 23:49:45,Inform Customer,,,
1042,2022-12-15 08:23:48,Customer applies for loan,,,
1042,2022-12-15 10:23:48,Check application data,96100,,
1042,2022-12-15 12:23:48,Extensive Check,,1,
1042,2022-12-15 14:23:48,Overall Assessment,,,
1042,2022-12-15 16:23:48,Inform Customer,,,
1043,2022-12-06 15:33:42,Customer applies for loan,,,
1043,2022-12-06 17:33:42,Check application data,37153,,
1043,2022-12-06 19:33:42,Normal Check,,4,
1043,2022-12-06 21:33:42,Overall Assessment,,,
1043,2022-12-06 23:33:42,Inform Customer,,,
1044,2022-12-02 12:27:12,Customer applies for loan,,,
1044,2022-12-02 14:27:12,Check application data,42686,,
1044,2022-12-02 16:27:12,Normal Check,,3,
1044,2022-12-02 18:27:12,Overall Assessment,,,
1044,2022-12-02 20:27:12,Inform Customer,,,
1045,2022-12-01 10:17:35,Customer applies for loan,,,
1045,2022-12-01 12:17:35,Check application data,37442,,
1045,2022-12-01 14:17:35,Normal Check,,3,
1045,2022-12-01 16:17:35,Overall Assessment,,,
1045,2022-12-01 18:17:35,Inform Customer,,,
1046,2022-12-09 15:47:08,Customer applies for loan,,,
1046,2022-12-09 17:47:08,Check application data,62901,,
1046,2022-12-09 19:47:08,Normal Check,,2,
1046,2022-12-09 21:47:08,Overall Assessment,,,
1046,2022-12-09 23:47:08,Inform Customer,,,
1047,2022-12-11 08:46:31,Customer applies for loan,,,
1047,2022-12-11 10:46:31,Check application data,66378,,
1047,2022-12-11 12:46:31,Normal Check,,3,
1047,2022-12-11 14:46:31,Overall Assessment,,,
1047,2022-12-11 16:46:31,Inform Customer,,,
1048,2022-12-07 10:59:58,Customer applies for loan,,,
1048,2022-12-07 12:59:58,Check application data,29014,,
1048,2022-12-07 14:59:58,Normal Check,,0,
1048,2022-12-07 16:59:58,Overall Assessment,,,
1048,2022-12-07 18:59:58,Inform Customer,,,
1049,2022-11-26 13:15:32,Customer applies for loan,,,
1049,2022-11-26 15:15:32,Check application data,90008,,
1049,2022-11-26 17:15:32,Extensive Check,,4,
1049,2022-11-26 19:15:32,Overall Assessment,,,
1049,2022-11-26 21:15:32,Inform Customer,,,
1050,2022-12-15 11:30:06,Customer applies for loan,,,
1050,2022-12-15 13:30:06,Check application data,18918,,
1050,2022-12-15 15:30:06,Normal Check,,3,
1050,2022-12-15 17:30:06,Overall Assessment,,,
1050,2022-12-15 19:30:06,Inform Customer,,,
1051,2022-12-05 10:25:39,Customer applies for loan,,,
1051,2022-12-05 12:25:39,Check application data,41714,,
1051,2022-12-05 14:25:39,Normal Check,,2,
1051,2022-12-05 16:25:39,Overall Assessment,,,
1051,2022-12-05 18:25:39,Inform Customer,,,
1052,2022-11-26 14:54:01,Customer applies for loan,,,
1052,2022-11-26 16:54:01,Check application data,34920,,
1052,2022-11-26 18:54:01,Normal Check,,0,
1052,2022-11-26 20:54:01,Overall Assessment,,,
1052,2022-11-26 22:54:01,Inform Customer,,,
1053,2022-12-04 18:57:33,Customer applies for loan,,,
1053,2022-12-04 20:57:33,Check application data,73009,,
1053,2022-12-04 22:57:33,Normal Check,,0,
1053,2022-12-05 00:57:33,Overall Assessment,,,
1053,2022-12-05 02:57:33,Inform Customer,,,
1054,2022-12-08 09:38:42,Customer applies for loan,,,
1054,2022-12-08 11:38:42,Check application data,99031,,
1054,2022-12-08 13:38:42,Extensive Check,,1,
1054,2022-12-08 15:38:42,Overall Assessment,,,
1054,2022-12-08 17:38:42,Inform Customer,,,
1055,2022-12-14 10:26:49,Customer applies for loan,,,
1055,2022-12-14 12:26:49,Check application data,35703,,
1055,2022-12-14 14:26:49,Normal Check,,4,
1055,2022-12-14 16:26:49,Overall Assessment,,,
1055,2022-12-14 18:26:49,Inform Customer,,,
1056,2022-12-02 17:45:08,Customer applies for loan,,,
1056,2022-12-02 19:45:08,Check application data,46201,,
1056,2022-12-02 21:45:08,Normal Check,,4,
1056,2022-12-02 23:45:08,Overall Assessment,,,
1056,2022-12-03 01:45:08,Inform Customer,,,
1057,2022-12-08 10:02:45,Customer applies for loan,,,
1057,2022-12-08 12:02:45,Check application data,76827,,
1057,2022-12-08 14:02:45,Normal Check,,4,
1057,2022-12-08 16:02:45,Overall Assessment,,,
1057,2022-12-08 18:02:45,Inform Customer,,,
1058,2022-12-08 17:33:24,Customer applies for loan,,,
1058,2022-12-08 19:33:24,Check application data,18598,,
1058,2022-12-08 21:33:24,Normal Check,,0,
1058,2022-12-08 23:33:24,Overall Assessment,,,
1058,2022-12-09 01:33:24,Inform Customer,,,
1059,2022-11-28 09:32:46,Customer applies for loan,,,
1059,2022-11-28 11:32:46,Check application data,12063,,
1059,2022-11-28 13:32:46,Normal Check,,1,
1059,2022-11-28 15:32:46,Overall Assessment,,,
1059,2022-11-28 17:32:46,Inform Customer,,,
1060,2022-12-06 12:22:35,Customer applies for loan,,,
1060,2022-12-06 14:22:35,Check application data,24808,,
1060,2022-12-06 16:22:35,Normal Check,,4,
1060,2022-12-06 18:22:35,Overall Assessment,,,
1060,2022-12-06 20:22:35,Inform Customer,,,
1061,2022-11-28 08:00:51,Customer applies for loan,,,
1061,2022-11-28 10:00:51,Check application data,36332,,
1061,2022-11-28 12:00:51,Normal Check,,4,
1061,2022-11-28 14:00:51,Overall Assessment,,,
1061,2022-11-28 16:00:51,Inform Customer,,,
1062,2022-12-07 13:09:47,Customer applies for loan,,,
1062,2022-12-07 15:09:47,Check application data,62824,,
1062,2022-12-07 17:09:47,Normal Check,,2,
1062,2022-12-07 19:09:47,Overall Assessment,,,
1062,2022-12-07 21:09:47,Inform Customer,,,
1063,2022-12-05 16:35:59,Customer applies for loan,,,
1063,2022-12-05 18:35:59,Check application data,78740,,
1063,2022-12-05 20:35:59,Normal Check,,4,
1063,2022-12-05 22:35:59,Overall Assessment,,,
1063,2022-12-06 00:35:59,Inform Customer,,,
1064,2022-12-13 12:18:13,Customer applies for loan,,,
1064,2022-12-13 14:18:13,Check application data,10003,,
1064,2022-12-13 16:18:13,Normal Check,,1,
1064,2022-12-13 18:18:13,Overall Assessment,,,
1064,2022-12-13 20:18:13,Inform Customer,,,
1065,2022-12-13 08:39:06,Customer applies for loan,,,
1065,2022-12-13 10:39:06,Check application data,47230,,
1065,2022-12-13 12:39:06,Normal Check,,1,
1065,2022-12-13 14:39:06,Overall Assessment,,,
1065,2022-12-13 16:39:06,Inform Customer,,,
1066,2022-11-29 13:00:54,Customer applies for loan,,,
1066,2022-11-29 15:00:54,Check application data,42236,,
1066,2022-11-29 17:00:54,Normal Check,,4,
1066,2022-11-29 19:00:54,Overall Assessment,,,
1066,2022-11-29 21:00:54,Inform Customer,,,
1067,2022-12-11 15:17:41,Customer applies for loan,,,
1067,2022-12-11 17:17:41,Check application data,47108,,
1067,2022-12-11 19:17:41,Normal Check,,4,
1067,2022-12-11 21:17:41,Overall Assessment,,,
1067,2022-12-11 23:17:41,Inform Customer,,,
1068,2022-11-28 15:02:50,Customer applies for loan,,,
1068,2022-11-28 17:02:50,Check application data,76905,,
1068,2022-11-28 19:02:50,Normal Check,,1,
1068,2022-11-28 21:02:50,Overall Assessment,,,
1068,2022-11-28 23:02:50,Inform Customer,,,
1069,2022-11-27 17:42:18,Customer applies for loan,,,
1069,2022-11-27 19:42:18,Check application data,45756,,
1069,2022-11-27 21:42:18,Normal Check,,3,
1069,2022-11-27 23:42:18,Overall Assessment,,,
1069,2022-11-28 01:42:18,Inform Customer,,,
1070,2022-12-02 17:55:21,Customer applies for loan,,,
1070,2022-12-02 19:55:21,Check application data,14964,,
1070,2022-12-02 21:55:21,Normal Check,,4,
1070,2022-12-02 23:55:21,Overall Assessment,,,
1070,2022-12-03 01:55:21,Inform Customer,,,
1071,2022-12-08 16:39:26,Customer applies for loan,,,
1071,2022-12-08 18:39:26,Check application data,46500,,
1071,2022-12-08 20:39:26,Normal Check,,2,
1071,2022-12-08 22:39:26,Overall Assessment,,,
1071,2022-12-09 00:39:26,Inform Customer,,,
1072,2022-12-02 17:15:49,Customer applies for loan,,,
1072,2022-12-02 19:15:49,Check application data,82404,,
1072,2022-12-02 21:15:49,Extensive Check,,2,
1072,2022-12-02 23:15:49,Overall Assessment,,,
1072,2022-12-03 01:15:49,Inform Customer,,,
1073,2022-12-15 08:01:10,Customer applies for loan,,,
1073,2022-12-15 10:01:10,Check application data,24934,,
1073,2022-12-15 12:01:10,Normal Check,,1,
1073,2022-12-15 14:01:10,Overall Assessment,,,
1073,2022-12-15 16:01:10,Inform Customer,,,
1074,2022-12-07 10:26:42,Customer applies for loan,,,
1074,2022-12-07 12:26:42,Check application data,82060,,
1074,2022-12-07 14:26:42,Extensive Check,,2,
1074,2022-12-07 16:26:42,Overall Assessment,,,
1074,2022-12-07 18:26:42,Inform Customer,,,
1075,2022-12-12 17:47:24,Customer applies for loan,,,
1075,2022-12-12 19:47:24,Check application data,80885,,
1075,2022-12-12 21:47:24,Extensive Check,,2,
1075,2022-12-12 23:47:24,Overall Assessment,,,
1075,2022-12-13 01:47:24,Inform Customer,,,
1076,2022-11-28 14:03:11,Customer applies for loan,,,
1076,2022-11-28 16:03:11,Check application data,47899,,
1076,2022-11-28 18:03:11,Normal Check,,0,
1076,2022-11-28 20:03:11,Overall Assessment,,,
1076,2022-11-28 22:03:11,Inform Customer,,,
1077,2022-12-06 11:24:46,Customer applies for loan,,,
1077,2022-12-06 13:24:46,Check application data,96764,,
1077,2022-12-06 15:24:46,Extensive Check,,4,
1077,2022-12-06 17:24:46,Overall Assessment,,,
1077,2022-12-06 19:24:46,Inform Customer,,,
1078,2022-12-02 15:28:47,Customer applies for loan,,,
1078,2022-12-02 17:28:47,Check application data,41434,,
1078,2022-12-02 19:28:47,Normal Check,,3,
1078,2022-12-02 21:28:47,Overall Assessment,,,
1078,2022-12-02 23:28:47,Inform Customer,,,
1079,2022-12-03 18:51:31,Customer applies for loan,,,
1079,2022-12-03 20:51:31,Check application data,91890,,
1079,2022-12-03 22:51:31,Extensive Check,,4,
1079,2022-12-04 00:51:31,Overall Assessment,,,
1079,2022-12-04 02:51:31,Inform Customer,,,
1080,2022-12-06 13:01:16,Customer applies for loan,,,
1080,2022-12-06 15:01:16,Check application data,57690,,
1080,2022-12-06 17:01:16,Normal Check,,1,
1080,2022-12-06 19:01:16,Overall Assessment,,,
1080,2022-12-06 21:01:16,Inform Customer,,,
1081,2022-12-09 12:06:49,Customer applies for loan,,,
1081,2022-12-09 14:06:49,Check application data,74524,,
1081,2022-12-09 16:06:49,Normal Check,,3,
1081,2022-12-09 18:06:49,Overall Assessment,,,
1081,2022-12-09 20:06:49,Inform Customer,,,
1082,2022-11-27 15:38:45,Customer applies for loan,,,
1082,2022-11-27 17:38:45,Check application data,79765,,
1082,2022-11-27 19:38:45,Normal Check,,1,
1082,2022-11-27 21:38:45,Overall Assessment,,,
1082,2022-11-27 23:38:45,Inform Customer,,,
1083,2022-12-03 12:19:44,Customer applies for loan,,,
1083,2022-12-03 14:19:44,Check application data,20547,,
1083,2022-12-03 16:19:44,Normal Check,,0,
1083,2022-12-03 18:19:44,Overall Assessment,,,
1083,2022-12-03 20:19:44,Inform Customer,,,
