uuid,timestamp,event,amount_loan,risk_level,assessment
1510,2022-12-06 20:16:12,Overall Assessment,,,
1510,2022-12-06 22:16:12,Inform Customer,,,
1511,2022-12-04 11:40:03,Customer applies for loan,,,
1511,2022-12-04 13:40:03,Check application data,41439,,
1511,2022-12-04 15:40:03,Normal Check,,0,
1511,2022-12-04 17:40:03,Overall Assessment,,,
1511,2022-12-04 19:40:03,Inform Customer,,,
1512,2022-11-26 10:14:35,Customer applies for loan,,,
1512,2022-11-26 12:14:35,Check application data,17782,,
1512,2022-11-26 14:14:35,Normal Check,,3,
1512,2022-11-26 16:14:35,Overall Assessment,,,
1512,2022-11-26 18:14:35,Inform Customer,,,
1513,2022-12-15 11:41:47,Customer applies for loan,,,
1513,2022-12-15 13:41:47,Check application data,56550,,
1513,2022-12-15 15:41:47,Normal Check,,1,
1513,2022-12-15 17:41:47,Overall Assessment,,,
1513,2022-12-15 19:41:47,Inform Customer,,,
1514,2022-11-27 18:14:04,Customer applies for loan,,,
1514,2022-11-27 20:14:04,Check application data,55222,,
1514,2022-11-27 22:14:04,Normal Check,,0,
1514,2022-11-28 00:14:04,Overall Assessment,,,
1514,2022-11-28 02:14:04,Inform Customer,,,
1515,2022-12-14 13:13:21,Customer applies for loan,,,
1515,2022-12-14 15:13:21,Check application data,71623,,
1515,2022-12-14 17:13:21,Extensive Check,,1,
1515,2022-12-14 19:13:21,Overall Assessment,,,
1515,2022-12-14 21:13:21,Inform Customer,,,
1516,2022-12-05 13:31:08,Customer applies for loan,,,
1516,2022-12-05 15:31:08,Check application data,93243,,
1516,2022-12-05 17:31:08,Extensive Check,,3,
1516,2022-12-05 19:31:08,Overall Assessment,,,
1516,2022-12-05 21:31:08,Inform Customer,,,
1517,2022-12-14 13:37:23,Customer applies for loan,,,
1517,2022-12-14 15:37:23,Check application data,12956,,
1517,2022-12-14 17:37:23,Normal Check,,2,
1517,2022-12-14 19:37:23,Overall Assessment,,,
1517,2022-12-14 21:37:23,Inform Customer,,,
1518,2022-12-12 09:00:08,Customer applies for loan,,,
1518,2022-12-12 11:00:08,Check application data,55240,,
1518,2022-12-12 13:00:08,Normal Check,,4,
1518,2022-12-12 15:00:08,Overall Assessment,,,
1518,2022-12-12 17:00:08,Inform Customer,,,
1519,2022-12-04 18:16:02,Customer applies for loan,,,
1519,2022-12-04 20:16:02,Check application data,87932,,
1519,2022-12-04 22:16:02,Extensive Check,,2,
1519,2022-12-05 00:16:02,Overall Assessment,,,
1519,2022-12-05 02:16:02,Inform Customer,,,
1520,2022-12-15 10:25:30,Customer applies for loan,,,
1520,2022-12-15 12:25:30,Check application data,22139,,
1520,2022-12-15 14:25:30,Normal Check,,4,
1520,2022-12-15 16:25:30,Overall Assessment,,,
1520,2022-12-15 18:25:30,Inform Customer,,,
1521,2022-12-12 09:53:41,Customer applies for loan,,,
1521,2022-12-12 11:53:41,Check application data,6747,,
1521,2022-12-12 13:53:41,Normal Check,,4,
1521,2022-12-12 15:53:41,Overall Assessment,,,
1521,2022-12-12 17:53:41,Inform Customer,,,
1522,2022-12-03 15:29:08,Customer applies for loan,,,
1522,2022-12-03 17:29:08,Check application data,54322,,
1522,2022-12-03 19:29:08,Normal Check,,1,
1522,2022-12-03 21:29:08,Overall Assessment,,,
1522,2022-12-03 23:29:08,Inform Customer,,,
1523,2022-12-10 09:42:03,Customer applies for loan,,,
1523,2022-12-10 11:42:03,Check application data,44300,,
1523,2022-12-10 13:42:03,Normal Check,,1,
1523,2022-12-10 15:42:03,Overall Assessment,,,
1523,2022-12-10 17:42:03,Inform Customer,,,
1524,2022-12-08 14:01:15,Customer applies for loan,,,
1524,2022-12-08 16:01:15,Check application data,60852,,
1524,2022-12-08 18:01:15,Normal Check,,4,
1524,2022-12-08 20:01:15,Overall Assessment,,,
1524,2022-12-08 22:01:15,Inform Customer,,,
1525,2022-12-08 17:53:09,Customer applies for loan,,,
1525,2022-12-08 19:53:09,Check application data,89706,,
1525,2022-12-08 21:53:09,Extensive Check,,4,
1525,2022-12-08 23:53:09,Overall Assessment,,,
1525,2022-12-09 01:53:09,Inform Customer,,,
1526,2022-12-15 10:49:43,Customer applies for loan,,,
1526,2022-12-15 12:49:43,Check application data,56246,,
1526,2022-12-15 14:49:43,Normal Check,,4,
1526,2022-12-15 16:49:43,Overall Assessment,,,
1526,2022-12-15 18:49:43,Inform Customer,,,
1527,2022-12-10 09:42:00,Customer applies for loan,,,
1527,2022-12-10 11:42:00,Check application data,48429,,
1527,2022-12-10 13:42:00,Normal Check,,2,
1527,2022-12-10 15:42:00,Overall Assessment,,,
1527,2022-12-10 17:42:00,Inform Customer,,,
1528,2022-12-10 18:10:08,Customer applies for loan,,,
1528,2022-12-10 20:10:08,Check application data,79118,,
1528,2022-12-10 22:10:08,Extensive Check,,1,
1528,2022-12-11 00:10:08,Overall Assessment,,,
1528,2022-12-11 02:10:08,Inform Customer,,,
1529,2022-12-14 11:55:56,Customer applies for loan,,,
1529,2022-12-14 13:55:56,Check application data,31374,,
1529,2022-12-14 15:55:56,Normal Check,,0,
1529,2022-12-14 17:55:56,Overall Assessment,,,
1529,2022-12-14 19:55:56,Inform Customer,,,
1530,2022-12-09 13:09:29,Customer applies for loan,,,
1530,2022-12-09 15:09:29,Check application data,84499,,
1530,2022-12-09 17:09:29,Extensive Check,,4,
1530,2022-12-09 19:09:29,Overall Assessment,,,
1530,2022-12-09 21:09:29,Inform Customer,,,
1531,2022-12-12 16:23:12,Customer applies for loan,,,
1531,2022-12-12 18:23:12,Check application data,69331,,
1531,2022-12-12 20:23:12,Normal Check,,3,
1531,2022-12-12 22:23:12,Overall Assessment,,,
1531,2022-12-13 00:23:12,Inform Customer,,,
1532,2022-12-01 16:00:33,Customer applies for loan,,,
1532,2022-12-01 18:00:33,Check application data,67101,,
1532,2022-12-01 20:00:33,Normal Check,,3,
1532,2022-12-01 22:00:33,Overall Assessment,,,
1532,2022-12-02 00:00:33,Inform Customer,,,
1533,2022-12-06 17:31:52,Customer applies for loan,,,
1533,2022-12-06 19:31:52,Check application data,25348,,
1533,2022-12-06 21:31:52,Normal Check,,4,
1533,2022-12-06 23:31:52,Overall Assessment,,,
1533,2022-12-07 01:31:52,Inform Customer,,,
1534,2022-12-04 13:12:51,Customer applies for loan,,,
1534,2022-12-04 15:12:51,Check application data,72060,,
1534,2022-12-04 17:12:51,Extensive Check,,0,
1534,2022-12-04 19:12:51,Overall Assessment,,,
1534,2022-12-04 21:12:51,Inform Customer,,,
1535,2022-12-15 18:49:59,Customer applies for loan,,,
1535,2022-12-15 20:49:59,Check application data,33623,,
1535,2022-12-15 22:49:59,Normal Check,,0,
1535,2022-12-16 00:49:59,Overall Assessment,,,
1535,2022-12-16 02:49:59,Inform Customer,,,
1536,2022-12-02 08:31:56,Customer applies for loan,,,
1536,2022-12-02 10:31:56,Check application data,8111,,
1536,2022-12-02 12:31:56,Normal Check,,2,
1536,2022-12-02 14:31:56,Overall Assessment,,,
1536,2022-12-02 16:31:56,Inform Customer,,,
1537,2022-12-05 15:43:18,Customer applies for loan,,,
1537,2022-12-05 17:43:18,Check application data,38945,,
1537,2022-12-05 19:43:18,Normal Check,,1,
1537,2022-12-05 21:43:18,Overall Assessment,,,
1537,2022-12-05 23:43:18,Inform Customer,,,
1538,2022-12-13 14:32:29,Customer applies for loan,,,
1538,2022-12-13 16:32:29,Check application data,10055,,
1538,2022-12-13 18:32:29,Normal Check,,1,
1538,2022-12-13 20:32:29,Overall Assessment,,,
1538,2022-12-13 22:32:29,Inform Customer,,,
1539,2022-12-13 14:39:21,Customer applies for loan,,,
1539,2022-12-13 16:39:21,Check application data,85280,,
1539,2022-12-13 18:39:21,Extensive Check,,3,
1539,2022-12-13 20:39:21,Overall Assessment,,,
1539,2022-12-13 22:39:21,Inform Customer,,,
1540,2022-12-13 09:23:09,Customer applies for loan,,,
1540,2022-12-13 11:23:09,Check application data,10654,,
1540,2022-12-13 13:23:09,Normal Check,,4,
1540,2022-12-13 15:23:09,Overall Assessment,,,
1540,2022-12-13 17:23:09,Inform Customer,,,
1541,2022-12-03 16:36:44,Customer applies for loan,,,
1541,2022-12-03 18:36:44,Check application data,61791,,
1541,2022-12-03 20:36:44,Normal Check,,2,
1541,2022-12-03 22:36:44,Overall Assessment,,,
1541,2022-12-04 00:36:44,Inform Customer,,,
1542,2022-12-05 18:37:40,Customer applies for loan,,,
1542,2022-12-05 20:37:40,Check application data,38208,,
1542,2022-12-05 22:37:40,Normal Check,,4,
1542,2022-12-06 00:37:40,Overall Assessment,,,
1542,2022-12-06 02:37:40,Inform Customer,,,
1543,2022-12-06 16:40:31,Customer applies for loan,,,
1543,2022-12-06 18:40:31,Check application data,13747,,
1543,2022-12-06 20:40:31,Normal Check,,0,
1543,2022-12-06 22:40:31,Overall Assessment,,,
1543,2022-12-07 00:40:31,Inform Customer,,,
1544,2022-12-09 14:14:02,Customer applies for loan,,,
1544,2022-12-09 16:14:02,Check application data,73693,,
1544,2022-12-09 18:14:02,Extensive Check,,2,
1544,2022-12-09 20:14:02,Overall Assessment,,,
1544,2022-12-09 22:14:02,Inform Customer,,,
1545,2022-11-29 18:02:58,Customer applies for loan,,,
1545,2022-11-29 20:02:58,Check application data,25124,,
1545,2022-11-29 22:02:58,Normal Check,,0,
1545,2022-11-30 00:02:58,Overall Assessment,,,
1545,2022-11-30 02:02:58,Inform Customer,,,
1546,2022-12-03 12:12:56,Customer applies for loan,,,
1546,2022-12-03 14:12:56,Check application data,49869,,
1546,2022-12-03 16:12:56,Normal Check,,1,
1546,2022-12-03 18:12:56,Overall Assessment,,,
1546,2022-12-03 20:12:56,Inform Customer,,,
1547,2022-12-05 18:11:06,Customer applies for loan,,,
1547,2022-12-05 20:11:06,Check application data,86203,,
1547,2022-12-05 22:11:06,Extensive Check,,4,
1547,2022-12-06 00:11:06,Overall Assessment,,,
1547,2022-12-06 02:11:06,Inform Customer,,,
1548,2022-12-06 13:19:17,Customer applies for loan,,,
1548,2022-12-06 15:19:17,Check application data,92236,,
1548,2022-12-06 17:19:17,Extensive Check,,3,
1548,2022-12-06 19:19:17,Overall Assessment,,,
1548,2022-12-06 21:19:17,Inform Customer,,,
1549,2022-12-06 18:26:56,Customer applies for loan,,,
1549,2022-12-06 20:26:56,Check application data,60378,,
1549,2022-12-06 22:26:56,Normal Check,,1,
1549,2022-12-07 00:26:56,Overall Assessment,,,
1549,2022-12-07 02:26:56,Inform Customer,,,
1550,2022-12-12 08:59:59,Customer applies for loan,,,
1550,2022-12-12 10:59:59,Check application data,40094,,
1550,2022-12-12 12:59:59,Normal Check,,4,
1550,2022-12-12 14:59:59,Overall Assessment,,,
1550,2022-12-12 16:59:59,Inform Customer,,,
1551,2022-12-02 08:42:56,Customer applies for loan,,,
1551,2022-12-02 10:42:56,Check application data,98769,,
1551,2022-12-02 12:42:56,Extensive Check,,1,
1551,2022-12-02 14:42:56,Overall Assessment,,,
1551,2022-12-02 16:42:56,Inform Customer,,,
1552,2022-12-05 17:58:49,Customer applies for loan,,,
1552,2022-12-05 19:58:49,Check application data,74752,,
1552,2022-12-05 21:58:49,Extensive Check,,2,
1552,2022-12-05 23:58:49,Overall Assessment,,,
1552,2022-12-06 01:58:49,Inform Customer,,,
1553,2022-12-06 09:58:22,Customer applies for loan,,,
1553,2022-12-06 11:58:22,Check application data,83065,,
1553,2022-12-06 13:58:22,Extensive Check,,2,
1553,2022-12-06 15:58:22,Overall Assessment,,,
1553,2022-12-06 17:58:22,Inform Customer,,,
1554,2022-11-28 09:53:15,Customer applies for loan,,,
1554,2022-11-28 11:53:15,Check application data,21679,,
1554,2022-11-28 13:53:15,Normal Check,,2,
1554,2022-11-28 15:53:15,Overall Assessment,,,
1554,2022-11-28 17:53:15,Inform Customer,,,
1555,2022-12-02 13:19:58,Customer applies for loan,,,
1555,2022-12-02 15:19:58,Check application data,75379,,
1555,2022-12-02 17:19:58,Extensive Check,,3,
1555,2022-12-02 19:19:58,Overall Assessment,,,
1555,2022-12-02 21:19:58,Inform Customer,,,
1556,2022-12-03 18:49:10,Customer applies for loan,,,
1556,2022-12-03 20:49:10,Check application data,5623,,
1556,2022-12-03 22:49:10,Normal Check,,0,
1556,2022-12-04 00:49:10,Overall Assessment,,,
1556,2022-12-04 02:49:10,Inform Customer,,,
1557,2022-12-02 14:43:50,Customer applies for loan,,,
1557,2022-12-02 16:43:50,Check application data,52244,,
1557,2022-12-02 18:43:50,Normal Check,,2,
1557,2022-12-02 20:43:50,Overall Assessment,,,
1557,2022-12-02 22:43:50,Inform Customer,,,
1558,2022-12-03 16:39:06,Customer applies for loan,,,
1558,2022-12-03 18:39:06,Check application data,66122,,
1558,2022-12-03 20:39:06,Normal Check,,0,
1558,2022-12-03 22:39:06,Overall Assessment,,,
1558,2022-12-04 00:39:06,Inform Customer,,,
1559,2022-11-28 09:46:27,Customer applies for loan,,,
1559,2022-11-28 11:46:27,Check application data,4476,,
1559,2022-11-28 13:46:27,Normal Check,,1,
1559,2022-11-28 15:46:27,Overall Assessment,,,
1559,2022-11-28 17:46:27,Inform Customer,,,
1560,2022-12-14 14:53:54,Customer applies for loan,,,
1560,2022-12-14 16:53:54,Check application data,59768,,
1560,2022-12-14 18:53:54,Normal Check,,1,
1560,2022-12-14 20:53:54,Overall Assessment,,,
1560,2022-12-14 22:53:54,Inform Customer,,,
1561,2022-11-29 16:29:27,Customer applies for loan,,,
1561,2022-11-29 18:29:27,Check application data,81214,,
1561,2022-11-29 20:29:27,Extensive Check,,4,
1561,2022-11-29 22:29:27,Overall Assessment,,,
1561,2022-11-30 00:29:27,Inform Customer,,,
1562,2022-12-05 11:40:55,Customer applies for loan,,,
1562,2022-12-05 13:40:55,Check application data,13673,,
1562,2022-12-05 15:40:55,Normal Check,,3,
1562,2022-12-05 17:40:55,Overall Assessment,,,
1562,2022-12-05 19:40:55,Inform Customer,,,
1563,2022-12-13 15:32:37,Customer applies for loan,,,
1563,2022-12-13 17:32:37,Check application data,39898,,
1563,2022-12-13 19:32:37,Normal Check,,1,
1563,2022-12-13 21:32:37,Overall Assessment,,,
1563,2022-12-13 23:32:37,Inform Customer,,,
1564,2022-12-15 08:43:26,Customer applies for loan,,,
1564,2022-12-15 10:43:26,Check application data,74269,,
1564,2022-12-15 12:43:26,Extensive Check,,1,
1564,2022-12-15 14:43:26,Overall Assessment,,,
1564,2022-12-15 16:43:26,Inform Customer,,,
1565,2022-11-28 18:05:48,Customer applies for loan,,,
1565,2022-11-28 20:05:48,Check application data,89231,,
1565,2022-11-28 22:05:48,Extensive Check,,4,
1565,2022-11-29 00:05:48,Overall Assessment,,,
1565,2022-11-29 02:05:48,Inform Customer,,,
1566,2022-12-09 09:18:40,Customer applies for loan,,,
1566,2022-12-09 11:18:40,Check application data,1090,,
1566,2022-12-09 13:18:40,Normal Check,,0,
1566,2022-12-09 15:18:40,Overall Assessment,,,
1566,2022-12-09 17:18:40,Inform Customer,,,
1567,2022-12-07 11:51:02,Customer applies for loan,,,
1567,2022-12-07 13:51:02,Check application data,34075,,
1567,2022-12-07 15:51:02,Normal Check,,3,
1567,2022-12-07 17:51:02,Overall Assessment,,,
1567,2022-12-07 19:51:02,Inform Customer,,,
1568,2022-11-27 14:07:48,Customer applies for loan,,,
1568,2022-11-27 16:07:48,Check application data,27191,,
1568,2022-11-27 18:07:48,Normal Check,,0,
1568,2022-11-27 20:07:48,Overall Assessment,,,
1568,2022-11-27 22:07:48,Inform Customer,,,
1569,2022-12-15 13:06:51,Customer applies for loan,,,
1569,2022-12-15 15:06:51,Check application data,26487,,
1569,2022-12-15 17:06:51,Normal Check,,1,
1569,2022-12-15 19:06:51,Overall Assessment,,,
1569,2022-12-15 21:06:51,Inform Customer,,,
1570,2022-12-09 09:39:06,Customer applies for loan,,,
1570,2022-12-09 11:39:06,Check application data,66276,,
1570,2022-12-09 13:39:06,Normal Check,,3,
1570,2022-12-09 15:39:06,Overall Assessment,,,
1570,2022-12-09 17:39:06,Inform Customer,,,
1571,2022-12-10 14:50:45,Customer applies for loan,,,
1571,2022-12-10 16:50:45,Check application data,78968,,
1571,2022-12-10 18:50:45,Extensive Check,,0,
1571,2022-12-10 20:50:45,Overall Assessment,,,
1571,2022-12-10 22:50:45,Inform Customer,,,
1572,2022-11-27 15:43:09,Customer applies for loan,,,
1572,2022-11-27 17:43:09,Check application data,70810,,
1572,2022-11-27 19:43:09,Extensive Check,,3,
1572,2022-11-27 21:43:09,Overall Assessment,,,
1572,2022-11-27 23:43:09,Inform Customer,,,
1573,2022-12-15 16:48:40,Customer applies for loan,,,
1573,2022-12-15 18:48:40,Check application data,37868,,
1573,2022-12-15 20:48:40,Normal Check,,3,
1573,2022-12-15 22:48:40,Overall Assessment,,,
1573,2022-12-16 00:48:40,Inform Customer,,,
1574,2022-11-28 17:15:59,Customer applies for loan,,,
1574,2022-11-28 19:15:59,Check application data,52475,,
1574,2022-11-28 21:15:59,Normal Check,,4,
1574,2022-11-28 23:15:59,Overall Assessment,,,
1574,2022-11-29 01:15:59,Inform Customer,,,
1575,2022-12-04 11:17:05,Customer applies for loan,,,
1575,2022-12-04 13:17:05,Check application data,56347,,
1575,2022-12-04 15:17:05,Normal Check,,1,
1575,2022-12-04 17:17:05,Overall Assessment,,,
1575,2022-12-04 19:17:05,Inform Customer,,,
1576,2022-12-02 13:50:00,Customer applies for loan,,,
1576,2022-12-02 15:50:00,Check application data,56381,,
1576,2022-12-02 17:50:00,Normal Check,,2,
1576,2022-12-02 19:50:00,Overall Assessment,,,
1576,2022-12-02 21:50:00,Inform Customer,,,
1577,2022-11-29 13:23:58,Customer applies for loan,,,
1577,2022-11-29 15:23:58,Check application data,8686,,
1577,2022-11-29 17:23:58,Normal Check,,2,
1577,2022-11-29 19:23:58,Overall Assessment,,,
1577,2022-11-29 21:23:58,Inform Customer,,,
1578,2022-12-14 08:10:47,Customer applies for loan,,,
1578,2022-12-14 10:10:47,Check application data,84689,,
1578,2022-12-14 12:10:47,Extensive Check,,1,
1578,2022-12-14 14:10:47,Overall Assessment,,,
1578,2022-12-14 16:10:47,Inform Customer,,,
1579,2022-12-15 08:40:15,Customer applies for loan,,,
1579,2022-12-15 10:40:15,Check application data,9608,,
1579,2022-12-15 12:40:15,Normal Check,,1,
1579,2022-12-15 14:40:15,Overall Assessment,,,
1579,2022-12-15 16:40:15,Inform Customer,,,
1580,2022-12-10 09:37:32,Customer applies for loan,,,
1580,2022-12-10 11:37:32,Check application data,1808,,
1580,2022-12-10 13:37:32,Normal Check,,1,
1580,2022-12-10 15:37:32,Overall Assessment,,,
1580,2022-12-10 17:37:32,Inform Customer,,,
1581,2022-12-06 15:26:51,Customer applies for loan,,,
1581,2022-12-06 17:26:51,Check application data,90278,,
1581,2022-12-06 19:26:51,Extensive Check,,0,
1581,2022-12-06 21:26:51,Overall Assessment,,,
1581,2022-12-06 23:26:51,Inform Customer,,,
1582,2022-12-01 16:15:13,Customer applies for loan,,,
1582,2022-12-01 18:15:13,Check application data,87805,,
1582,2022-12-01 20:15:13,Extensive Check,,4,
1582,2022-12-01 22:15:13,Overall Assessment,,,
1582,2022-12-02 00:15:13,Inform Customer,,,
1583,2022-12-07 11:20:55,Customer applies for loan,,,
1583,2022-12-07 13:20:55,Check application data,80803,,
1583,2022-12-07 15:20:55,Extensive Check,,2,
1583,2022-12-07 17:20:55,Overall Assessment,,,
1583,2022-12-07 19:20:55,Inform Customer,,,
1584,2022-12-05 10:40:56,Customer applies for loan,,,
1584,2022-12-05 12:40:56,Check application data,19024,,
1584,2022-12-05 14:40:56,Normal Check,,0,
1584,2022-12-05 16:40:56,Overall Assessment,,,
1584,2022-12-05 18:40:56,Inform Customer,,,
1585,2022-12-06 12:20:42,Customer applies for loan,,,
1585,2022-12-06 14:20:42,Check application data,53989,,
1585,2022-12-06 16:20:42,Normal Check,,2,
1585,2022-12-06 18:20:42,Overall Assessment,,,
1585,2022-12-06 20:20:42,Inform Customer,,,
1586,2022-12-11 13:04:52,Customer applies for loan,,,
1586,2022-12-11 15:04:52,Check application data,84652,,
1586,2022-12-11 17:04:52,Extensive Check,,4,
1586,2022-12-11 19:04:52,Overall Assessment,,,
1586,2022-12-11 21:04:52,Inform Customer,,,
1587,2022-12-13 09:35:03,Customer applies for loan,,,
1587,2022-12-13 11:35:03,Check application data,57637,,
1587,2022-12-13 13:35:03,Normal Check,,3,
1587,2022-12-13 15:35:03,Overall Assessment,,,
1587,2022-12-13 17:35:03,Inform Customer,,,
1588,2022-12-12 09:31:07,Customer applies for loan,,,
1588,2022-12-12 11:31:07,Check application data,31635,,
1588,2022-12-12 13:31:07,Normal Check,,3,
1588,2022-12-12 15:31:07,Overall Assessment,,,
1588,2022-12-12 17:31:07,Inform Customer,,,
1589,2022-12-13 13:07:37,Customer applies for loan,,,
1589,2022-12-13 15:07:37,Check application data,90645,,
1589,2022-12-13 17:07:37,Extensive Check,,2,
1589,2022-12-13 19:07:37,Overall Assessment,,,
1589,2022-12-13 21:07:37,Inform Customer,,,
1590,2022-12-12 08:40:16,Customer applies for loan,,,
1590,2022-12-12 10:40:16,Check application data,97113,,
1590,2022-12-12 12:40:16,Extensive Check,,1,
1590,2022-12-12 14:40:16,Overall Assessment,,,
1590,2022-12-12 16:40:16,Inform Customer,,,
1591,2022-11-29 08:09:28,Customer applies for loan,,,
1591,2022-11-29 10:09:28,Check application data,94644,,
1591,2022-11-29 12:09:28,Extensive Check,,4,
1591,2022-11-29 14:09:28,Overall Assessment,,,
1591,2022-11-29 16:09:28,Inform Customer,,,
1592,2022-12-02 18:20:19,Customer applies for loan,,,
1592,2022-12-02 20:20:19,Check application data,98891,,
1592,2022-12-02 22:20:19,Extensive Check,,1,
1592,2022-12-03 00:20:19,Overall Assessment,,,
1592,2022-12-03 02:20:19,Inform Customer,,,
1593,2022-12-08 15:15:10,Customer applies for loan,,,
1593,2022-12-08 17:15:10,Check application data,70650,,
1593,2022-12-08 19:15:10,Extensive Check,,1,
1593,2022-12-08 21:15:10,Overall Assessment,,,
1593,2022-12-08 23:15:10,Inform Customer,,,
1594,2022-12-13 11:53:11,Customer applies for loan,,,
1594,2022-12-13 13:53:11,Check application data,9182,,
1594,2022-12-13 15:53:11,Normal Check,,2,
1594,2022-12-13 17:53:11,Overall Assessment,,,
1594,2022-12-13 19:53:11,Inform Customer,,,
1595,2022-11-26 10:17:41,Customer applies for loan,,,
1595,2022-11-26 12:17:41,Check application data,74286,,
1595,2022-11-26 14:17:41,Extensive Check,,1,
1595,2022-11-26 16:17:41,Overall Assessment,,,
1595,2022-11-26 18:17:41,Inform Customer,,,
1596,2022-11-29 12:19:51,Customer applies for loan,,,
1596,2022-11-29 14:19:51,Check application data,92768,,
1596,2022-11-29 16:19:51,Extensive Check,,3,
1596,2022-11-29 18:19:51,Overall Assessment,,,
1596,2022-11-29 20:19:51,Inform Customer,,,
1597,2022-12-06 11:36:33,Customer applies for loan,,,
1597,2022-12-06 13:36:33,Check application data,35789,,
1597,2022-12-06 15:36:33,Normal Check,,4,
1597,2022-12-06 17:36:33,Overall Assessment,,,
1597,2022-12-06 19:36:33,Inform Customer,,,
1598,2022-12-13 12:45:12,Customer applies for loan,,,
1598,2022-12-13 14:45:12,Check application data,73547,,
1598,2022-12-13 16:45:12,Extensive Check,,0,
1598,2022-12-13 18:45:12,Overall Assessment,,,
1598,2022-12-13 20:45:12,Inform Customer,,,
1599,2022-12-11 18:54:13,Customer applies for loan,,,
1599,2022-12-11 20:54:13,Check application data,36796,,
1599,2022-12-11 22:54:13,Normal Check,,0,
1599,2022-12-12 00:54:13,Overall Assessment,,,
1599,2022-12-12 02:54:13,Inform Customer,,,
1600,2022-12-15 10:04:33,Customer applies for loan,,,
1600,2022-12-15 12:04:33,Check application data,84193,,
1600,2022-12-15 14:04:33,Extensive Check,,1,
1600,2022-12-15 16:04:33,Overall Assessment,,,
1600,2022-12-15 18:04:33,Inform Customer,,,
1601,2022-12-06 13:27:07,Customer applies for loan,,,
1601,2022-12-06 15:27:07,Check application data,78157,,
1601,2022-12-06 17:27:07,Extensive Check,,3,
1601,2022-12-06 19:27:07,Overall Assessment,,,
1601,2022-12-06 21:27:07,Inform Customer,,,
1602,2022-12-07 16:47:14,Customer applies for loan,,,
1602,2022-12-07 18:47:14,Check application data,87106,,
1602,2022-12-07 20:47:14,Extensive Check,,4,
1602,2022-12-07 22:47:14,Overall Assessment,,,
1602,2022-12-08 00:47:14,Inform Customer,,,
1603,2022-12-07 08:36:02,Customer applies for loan,,,
1603,2022-12-07 10:36:02,Check application data,33200,,
1603,2022-12-07 12:36:02,Normal Check,,3,
1603,2022-12-07 14:36:02,Overall Assessment,,,
1603,2022-12-07 16:36:02,Inform Customer,,,
1604,2022-12-06 16:15:46,Customer applies for loan,,,
1604,2022-12-06 18:15:46,Check application data,57269,,
1604,2022-12-06 20:15:46,Normal Check,,0,
1604,2022-12-06 22:15:46,Overall Assessment,,,
1604,2022-12-07 00:15:46,Inform Customer,,,
1605,2022-12-01 09:13:17,Customer applies for loan,,,
1605,2022-12-01 11:13:17,Check application data,54774,,
1605,2022-12-01 13:13:17,Normal Check,,4,
1605,2022-12-01 15:13:17,Overall Assessment,,,
1605,2022-12-01 17:13:17,Inform Customer,,,
1606,2022-12-06 10:13:14,Customer applies for loan,,,
1606,2022-12-06 12:13:14,Check application data,79928,,
1606,2022-12-06 14:13:14,Extensive Check,,4,
1606,2022-12-06 16:13:14,Overall Assessment,,,
1606,2022-12-06 18:13:14,Inform Customer,,,
1607,2022-12-08 10:19:01,Customer applies for loan,,,
1607,2022-12-08 12:19:01,Check application data,33494,,
1607,2022-12-08 14:19:01,Normal Check,,1,
1607,2022-12-08 16:19:01,Overall Assessment,,,
1607,2022-12-08 18:19:01,Inform Customer,,,
1608,2022-11-28 08:25:04,Customer applies for loan,,,
1608,2022-11-28 10:25:04,Check application data,4908,,
1608,2022-11-28 12:25:04,Normal Check,,2,
1608,2022-11-28 14:25:04,Overall Assessment,,,
1608,2022-11-28 16:25:04,Inform Customer,,,
1609,2022-11-30 15:11:02,Customer applies for loan,,,
1609,2022-11-30 17:11:02,Check application data,25574,,
1609,2022-11-30 19:11:02,Normal Check,,0,
1609,2022-11-30 21:11:02,Overall Assessment,,,
1609,2022-11-30 23:11:02,Inform Customer,,,
1610,2022-12-13 10:40:29,Customer applies for loan,,,
1610,2022-12-13 12:40:29,Check application data,28811,,
1610,2022-12-13 14:40:29,Normal Check,,1,
1610,2022-12-13 16:40:29,Overall Assessment,,,
1610,2022-12-13 18:40:29,Inform Customer,,,
1611,2022-12-08 13:35:12,Customer applies for loan,,,
1611,2022-12-08 15:35:12,Check application data,10532,,
1611,2022-12-08 17:35:12,Normal Check,,4,
1611,2022-12-08 19:35:12,Overall Assessment,,,
1611,2022-12-08 21:35:12,Inform Customer,,,
1612,2022-12-02 09:39:48,Customer applies for loan,,,
1612,2022-12-02 11:39:48,Check application data,97921,,
1612,2022-12-02 13:39:48,Extensive Check,,0,
1612,2022-12-02 15:39:48,Overall Assessment,,,
1612,2022-12-02 17:39:48,Inform Customer,,,
1613,2022-12-13 17:07:30,Customer applies for loan,,,
1613,2022-12-13 19:07:30,Check application data,71922,,
1613,2022-12-13 21:07:30,Extensive Check,,1,
1613,2022-12-13 23:07:30,Overall Assessment,,,
1613,2022-12-14 01:07:30,Inform Customer,,,
1614,2022-12-12 15:39:46,Customer applies for loan,,,
1614,2022-12-12 17:39:46,Check application data,82501,,
1614,2022-12-12 19:39:46,Extensive Check,,4,
1614,2022-12-12 21:39:46,Overall Assessment,,,
1614,2022-12-12 23:39:46,Inform Customer,,,
1615,2022-12-03 14:46:49,Customer applies for loan,,,
