uuid,timestamp,event,amount_loan,risk_level,assessment
230,2022-12-11 16:27:30,Inform Customer,,,
231,2022-11-26 17:08:27,Customer applies for loan,,,
231,2022-11-26 19:08:27,Check application data,32604,,
231,2022-11-26 21:08:27,Normal Check,,3,
231,2022-11-26 23:08:27,Overall Assessment,,,True
231,2022-11-27 01:08:27,Inform Customer,,,
232,2022-12-11 17:09:33,Customer applies for loan,,,
232,2022-12-11 19:09:33,Check application data,71232,,
232,2022-12-11 21:09:33,Normal Check,,0,
232,2022-12-11 23:09:33,Overall Assessment,,,True
232,2022-12-12 01:09:33,Inform Customer,,,
233,2022-12-11 08:54:08,Customer applies for loan,,,
233,2022-12-11 10:54:08,Check application data,43445,,
233,2022-12-11 12:54:08,Normal Check,,2,
233,2022-12-11 14:54:08,Overall Assessment,,,True
233,2022-12-11 16:54:08,Inform Customer,,,
234,2022-12-08 18:09:34,Customer applies for loan,,,
234,2022-12-08 20:09:34,Check application data,51670,,
234,2022-12-08 22:09:34,Normal Check,,1,
234,2022-12-09 00:09:34,Overall Assessment,,,True
234,2022-12-09 02:09:34,Inform Customer,,,
235,2022-12-07 17:14:34,Customer applies for loan,,,
235,2022-12-07 19:14:34,Check application data,31150,,
235,2022-12-07 21:14:34,Normal Check,,0,
235,2022-12-07 23:14:34,Overall Assessment,,,True
235,2022-12-08 01:14:34,Inform Customer,,,
236,2022-11-30 12:20:16,Customer applies for loan,,,
236,2022-11-30 14:20:16,Check application data,58492,,
236,2022-11-30 16:20:16,Normal Check,,3,
236,2022-11-30 18:20:16,Overall Assessment,,,True
236,2022-11-30 20:20:16,Inform Customer,,,
237,2022-11-29 14:28:28,Customer applies for loan,,,
237,2022-11-29 16:28:28,Check application data,77813,,
237,2022-11-29 18:28:28,Normal Check,,0,
237,2022-11-29 20:28:28,Overall Assessment,,,True
237,2022-11-29 22:28:28,Inform Customer,,,
238,2022-11-26 09:19:58,Customer applies for loan,,,
238,2022-11-26 11:19:58,Check application data,87599,,
238,2022-11-26 13:19:58,Extensive Check,,2,
238,2022-11-26 15:19:58,Overall Assessment,,,False
238,2022-11-26 17:19:58,Inform Customer,,,
239,2022-11-26 08:52:33,Customer applies for loan,,,
239,2022-11-26 10:52:33,Check application data,26890,,
239,2022-11-26 12:52:33,Normal Check,,3,
239,2022-11-26 14:52:33,Overall Assessment,,,True
239,2022-11-26 16:52:33,Inform Customer,,,
240,2022-12-09 12:02:25,Customer applies for loan,,,
240,2022-12-09 14:02:25,Check application data,85677,,
240,2022-12-09 16:02:25,Extensive Check,,3,
240,2022-12-09 18:02:25,Overall Assessment,,,False
240,2022-12-09 20:02:25,Inform Customer,,,
241,2022-12-07 18:22:41,Customer applies for loan,,,
241,2022-12-07 20:22:41,Check application data,52845,,
241,2022-12-07 22:22:41,Normal Check,,0,
241,2022-12-08 00:22:41,Overall Assessment,,,True
241,2022-12-08 02:22:41,Inform Customer,,,
242,2022-12-14 11:32:57,Customer applies for loan,,,
242,2022-12-14 13:32:57,Check application data,23195,,
242,2022-12-14 15:32:57,Normal Check,,4,
242,2022-12-14 17:32:57,Overall Assessment,,,False
242,2022-12-14 19:32:57,Inform Customer,,,
243,2022-11-27 14:37:00,Customer applies for loan,,,
243,2022-11-27 16:37:00,Check application data,84163,,
243,2022-11-27 18:37:00,Extensive Check,,2,
243,2022-11-27 20:37:00,Overall Assessment,,,False
243,2022-11-27 22:37:00,Inform Customer,,,
244,2022-12-15 13:53:22,Customer applies for loan,,,
244,2022-12-15 15:53:22,Check application data,18217,,
244,2022-12-15 17:53:22,Normal Check,,2,
244,2022-12-15 19:53:22,Overall Assessment,,,True
244,2022-12-15 21:53:22,Inform Customer,,,
245,2022-12-14 13:36:23,Customer applies for loan,,,
245,2022-12-14 15:36:23,Check application data,85680,,
245,2022-12-14 17:36:23,Extensive Check,,2,
245,2022-12-14 19:36:23,Overall Assessment,,,False
245,2022-12-14 21:36:23,Inform Customer,,,
246,2022-12-04 18:03:31,Customer applies for loan,,,
246,2022-12-04 20:03:31,Check application data,26355,,
246,2022-12-04 22:03:31,Normal Check,,3,
246,2022-12-05 00:03:31,Overall Assessment,,,True
246,2022-12-05 02:03:31,Inform Customer,,,
247,2022-12-01 11:35:56,Customer applies for loan,,,
247,2022-12-01 13:35:56,Check application data,74766,,
247,2022-12-01 15:35:56,Normal Check,,1,
247,2022-12-01 17:35:56,Overall Assessment,,,True
247,2022-12-01 19:35:56,Inform Customer,,,
248,2022-11-28 13:14:16,Customer applies for loan,,,
248,2022-11-28 15:14:16,Check application data,82886,,
248,2022-11-28 17:14:16,Extensive Check,,2,
248,2022-11-28 19:14:16,Overall Assessment,,,False
248,2022-11-28 21:14:16,Inform Customer,,,
249,2022-12-04 16:20:29,Customer applies for loan,,,
249,2022-12-04 18:20:29,Check application data,51845,,
249,2022-12-04 20:20:29,Normal Check,,4,
249,2022-12-04 22:20:29,Overall Assessment,,,False
249,2022-12-05 00:20:29,Inform Customer,,,
250,2022-12-12 15:20:51,Customer applies for loan,,,
250,2022-12-12 17:20:51,Check application data,84856,,
250,2022-12-12 19:20:51,Extensive Check,,4,
250,2022-12-12 21:20:51,Overall Assessment,,,False
250,2022-12-12 23:20:51,Inform Customer,,,
251,2022-11-30 08:51:45,Customer applies for loan,,,
251,2022-11-30 10:51:45,Check application data,45002,,
251,2022-11-30 12:51:45,Normal Check,,2,
251,2022-11-30 14:51:45,Overall Assessment,,,True
251,2022-11-30 16:51:45,Inform Customer,,,
252,2022-11-29 13:56:19,Customer applies for loan,,,
252,2022-11-29 15:56:19,Check application data,89149,,
252,2022-11-29 17:56:19,Extensive Check,,3,
252,2022-11-29 19:56:19,Overall Assessment,,,False
252,2022-11-29 21:56:19,Inform Customer,,,
253,2022-12-09 15:14:12,Customer applies for loan,,,
253,2022-12-09 17:14:12,Check application data,28146,,
253,2022-12-09 19:14:12,Normal Check,,3,
253,2022-12-09 21:14:12,Overall Assessment,,,True
253,2022-12-09 23:14:12,Inform Customer,,,
254,2022-11-26 13:43:24,Customer applies for loan,,,
254,2022-11-26 15:43:24,Check application data,91216,,
254,2022-11-26 17:43:24,Extensive Check,,1,
254,2022-11-26 19:43:24,Overall Assessment,,,False
254,2022-11-26 21:43:24,Inform Customer,,,
255,2022-11-30 12:54:43,Customer applies for loan,,,
255,2022-11-30 14:54:43,Check application data,52785,,
255,2022-11-30 16:54:43,Normal Check,,1,
255,2022-11-30 18:54:43,Overall Assessment,,,True
255,2022-11-30 20:54:43,Inform Customer,,,
256,2022-11-29 13:29:39,Customer applies for loan,,,
256,2022-11-29 15:29:39,Check application data,73681,,
256,2022-11-29 17:29:39,Normal Check,,0,
256,2022-11-29 19:29:39,Overall Assessment,,,True
256,2022-11-29 21:29:39,Inform Customer,,,
257,2022-12-02 14:04:21,Customer applies for loan,,,
257,2022-12-02 16:04:21,Check application data,65640,,
257,2022-12-02 18:04:21,Normal Check,,1,
257,2022-12-02 20:04:21,Overall Assessment,,,True
257,2022-12-02 22:04:21,Inform Customer,,,
258,2022-12-09 17:59:46,Customer applies for loan,,,
258,2022-12-09 19:59:46,Check application data,65127,,
258,2022-12-09 21:59:46,Normal Check,,2,
258,2022-12-09 23:59:46,Overall Assessment,,,True
258,2022-12-10 01:59:46,Inform Customer,,,
259,2022-12-09 15:47:45,Customer applies for loan,,,
259,2022-12-09 17:47:45,Check application data,41591,,
259,2022-12-09 19:47:45,Normal Check,,2,
259,2022-12-09 21:47:45,Overall Assessment,,,True
259,2022-12-09 23:47:45,Inform Customer,,,
260,2022-12-03 13:08:32,Customer applies for loan,,,
260,2022-12-03 15:08:32,Check application data,49478,,
260,2022-12-03 17:08:32,Normal Check,,3,
260,2022-12-03 19:08:32,Overall Assessment,,,True
260,2022-12-03 21:08:32,Inform Customer,,,
261,2022-12-04 16:39:56,Customer applies for loan,,,
261,2022-12-04 18:39:56,Check application data,52947,,
261,2022-12-04 20:39:56,Normal Check,,2,
261,2022-12-04 22:39:56,Overall Assessment,,,True
261,2022-12-05 00:39:56,Inform Customer,,,
262,2022-12-06 11:22:19,Customer applies for loan,,,
262,2022-12-06 13:22:19,Check application data,84059,,
262,2022-12-06 15:22:19,Extensive Check,,4,
262,2022-12-06 17:22:19,Overall Assessment,,,False
262,2022-12-06 19:22:19,Inform Customer,,,
263,2022-12-11 09:29:15,Customer applies for loan,,,
263,2022-12-11 11:29:15,Check application data,66437,,
263,2022-12-11 13:29:15,Normal Check,,1,
263,2022-12-11 15:29:15,Overall Assessment,,,True
263,2022-12-11 17:29:15,Inform Customer,,,
264,2022-12-02 13:21:36,Customer applies for loan,,,
264,2022-12-02 15:21:36,Check application data,71516,,
264,2022-12-02 17:21:36,Normal Check,,3,
264,2022-12-02 19:21:36,Overall Assessment,,,True
264,2022-12-02 21:21:36,Inform Customer,,,
265,2022-12-10 11:01:25,Customer applies for loan,,,
265,2022-12-10 13:01:25,Check application data,67412,,
265,2022-12-10 15:01:25,Normal Check,,3,
265,2022-12-10 17:01:25,Overall Assessment,,,True
265,2022-12-10 19:01:25,Inform Customer,,,
266,2022-11-29 17:12:04,Customer applies for loan,,,
266,2022-11-29 19:12:04,Check application data,71420,,
266,2022-11-29 21:12:04,Normal Check,,1,
266,2022-11-29 23:12:04,Overall Assessment,,,True
266,2022-11-30 01:12:04,Inform Customer,,,
267,2022-11-26 17:52:56,Customer applies for loan,,,
267,2022-11-26 19:52:56,Check application data,89352,,
267,2022-11-26 21:52:56,Extensive Check,,2,
267,2022-11-26 23:52:56,Overall Assessment,,,False
267,2022-11-27 01:52:56,Inform Customer,,,
268,2022-12-06 18:28:32,Customer applies for loan,,,
268,2022-12-06 20:28:32,Check application data,65395,,
268,2022-12-06 22:28:32,Normal Check,,1,
268,2022-12-07 00:28:32,Overall Assessment,,,True
268,2022-12-07 02:28:32,Inform Customer,,,
269,2022-12-13 17:24:25,Customer applies for loan,,,
269,2022-12-13 19:24:25,Check application data,79800,,
269,2022-12-13 21:24:25,Normal Check,,2,
269,2022-12-13 23:24:25,Overall Assessment,,,True
269,2022-12-14 01:24:25,Inform Customer,,,
270,2022-11-29 08:49:04,Customer applies for loan,,,
270,2022-11-29 10:49:04,Check application data,32256,,
270,2022-11-29 12:49:04,Normal Check,,1,
270,2022-11-29 14:49:04,Overall Assessment,,,True
270,2022-11-29 16:49:04,Inform Customer,,,
271,2022-12-13 10:57:38,Customer applies for loan,,,
271,2022-12-13 12:57:38,Check application data,46692,,
271,2022-12-13 14:57:38,Normal Check,,0,
271,2022-12-13 16:57:38,Overall Assessment,,,True
271,2022-12-13 18:57:38,Inform Customer,,,
272,2022-11-28 12:52:25,Customer applies for loan,,,
272,2022-11-28 14:52:25,Check application data,93332,,
272,2022-11-28 16:52:25,Extensive Check,,1,
272,2022-11-28 18:52:25,Overall Assessment,,,False
272,2022-11-28 20:52:25,Inform Customer,,,
273,2022-12-09 13:23:21,Customer applies for loan,,,
273,2022-12-09 15:23:21,Check application data,62039,,
273,2022-12-09 17:23:21,Normal Check,,4,
273,2022-12-09 19:23:21,Overall Assessment,,,False
273,2022-12-09 21:23:21,Inform Customer,,,
274,2022-12-13 16:19:20,Customer applies for loan,,,
274,2022-12-13 18:19:20,Check application data,87195,,
274,2022-12-13 20:19:20,Extensive Check,,4,
274,2022-12-13 22:19:20,Overall Assessment,,,False
274,2022-12-14 00:19:20,Inform Customer,,,
275,2022-12-01 14:59:36,Customer applies for loan,,,
275,2022-12-01 16:59:36,Check application data,80142,,
275,2022-12-01 18:59:36,Extensive Check,,3,
275,2022-12-01 20:59:36,Overall Assessment,,,False
275,2022-12-01 22:59:36,Inform Customer,,,
276,2022-12-06 09:44:33,Customer applies for loan,,,
276,2022-12-06 11:44:33,Check application data,99671,,
276,2022-12-06 13:44:33,Extensive Check,,4,
276,2022-12-06 15:44:33,Overall Assessment,,,False
276,2022-12-06 17:44:33,Inform Customer,,,
277,2022-12-04 08:41:45,Customer applies for loan,,,
277,2022-12-04 10:41:45,Check application data,33641,,
277,2022-12-04 12:41:45,Normal Check,,0,
277,2022-12-04 14:41:45,Overall Assessment,,,True
277,2022-12-04 16:41:45,Inform Customer,,,
278,2022-12-05 14:59:47,Customer applies for loan,,,
278,2022-12-05 16:59:47,Check application data,86006,,
278,2022-12-05 18:59:47,Extensive Check,,2,
278,2022-12-05 20:59:47,Overall Assessment,,,False
278,2022-12-05 22:59:47,Inform Customer,,,
279,2022-12-09 13:59:03,Customer applies for loan,,,
279,2022-12-09 15:59:03,Check application data,20558,,
279,2022-12-09 17:59:03,Normal Check,,3,
279,2022-12-09 19:59:03,Overall Assessment,,,True
279,2022-12-09 21:59:03,Inform Customer,,,
280,2022-12-06 11:22:55,Customer applies for loan,,,
280,2022-12-06 13:22:55,Check application data,72328,,
280,2022-12-06 15:22:55,Normal Check,,3,
280,2022-12-06 17:22:55,Overall Assessment,,,True
280,2022-12-06 19:22:55,Inform Customer,,,
281,2022-12-11 13:42:08,Customer applies for loan,,,
281,2022-12-11 15:42:08,Check application data,17160,,
281,2022-12-11 17:42:08,Normal Check,,3,
281,2022-12-11 19:42:08,Overall Assessment,,,True
281,2022-12-11 21:42:08,Inform Customer,,,
282,2022-12-01 11:38:36,Customer applies for loan,,,
282,2022-12-01 13:38:36,Check application data,99303,,
282,2022-12-01 15:38:36,Extensive Check,,1,
282,2022-12-01 17:38:36,Overall Assessment,,,False
282,2022-12-01 19:38:36,Inform Customer,,,
283,2022-12-10 14:12:35,Customer applies for loan,,,
283,2022-12-10 16:12:35,Check application data,98522,,
283,2022-12-10 18:12:35,Extensive Check,,1,
283,2022-12-10 20:12:35,Overall Assessment,,,False
283,2022-12-10 22:12:35,Inform Customer,,,
284,2022-11-27 14:04:00,Customer applies for loan,,,
284,2022-11-27 16:04:00,Check application data,24904,,
284,2022-11-27 18:04:00,Normal Check,,2,
284,2022-11-27 20:04:00,Overall Assessment,,,True
284,2022-11-27 22:04:00,Inform Customer,,,
285,2022-12-06 18:33:47,Customer applies for loan,,,
285,2022-12-06 20:33:47,Check application data,66910,,
285,2022-12-06 22:33:47,Normal Check,,4,
285,2022-12-07 00:33:47,Overall Assessment,,,False
285,2022-12-07 02:33:47,Inform Customer,,,
286,2022-12-10 14:45:34,Customer applies for loan,,,
286,2022-12-10 16:45:34,Check application data,12739,,
286,2022-12-10 18:45:34,Normal Check,,2,
286,2022-12-10 20:45:34,Overall Assessment,,,True
286,2022-12-10 22:45:34,Inform Customer,,,
287,2022-12-12 11:31:16,Customer applies for loan,,,
287,2022-12-12 13:31:16,Check application data,75677,,
287,2022-12-12 15:31:16,Normal Check,,3,
287,2022-12-12 17:31:16,Overall Assessment,,,True
287,2022-12-12 19:31:16,Inform Customer,,,
288,2022-12-14 16:32:43,Customer applies for loan,,,
288,2022-12-14 18:32:43,Check application data,60239,,
288,2022-12-14 20:32:43,Normal Check,,2,
288,2022-12-14 22:32:43,Overall Assessment,,,True
288,2022-12-15 00:32:43,Inform Customer,,,
289,2022-12-08 13:18:31,Customer applies for loan,,,
289,2022-12-08 15:18:31,Check application data,10424,,
289,2022-12-08 17:18:31,Normal Check,,2,
289,2022-12-08 19:18:31,Overall Assessment,,,True
289,2022-12-08 21:18:31,Inform Customer,,,
290,2022-11-28 17:05:52,Customer applies for loan,,,
290,2022-11-28 19:05:52,Check application data,27010,,
290,2022-11-28 21:05:52,Normal Check,,3,
290,2022-11-28 23:05:52,Overall Assessment,,,True
290,2022-11-29 01:05:52,Inform Customer,,,
291,2022-12-07 17:23:52,Customer applies for loan,,,
291,2022-12-07 19:23:52,Check application data,37114,,
291,2022-12-07 21:23:52,Normal Check,,1,
291,2022-12-07 23:23:52,Overall Assessment,,,True
291,2022-12-08 01:23:52,Inform Customer,,,
292,2022-11-29 08:41:05,Customer applies for loan,,,
292,2022-11-29 10:41:05,Check application data,92302,,
292,2022-11-29 12:41:05,Extensive Check,,2,
292,2022-11-29 14:41:05,Overall Assessment,,,False
292,2022-11-29 16:41:05,Inform Customer,,,
293,2022-12-08 15:37:57,Customer applies for loan,,,
293,2022-12-08 17:37:57,Check application data,30744,,
293,2022-12-08 19:37:57,Normal Check,,1,
293,2022-12-08 21:37:57,Overall Assessment,,,True
293,2022-12-08 23:37:57,Inform Customer,,,
294,2022-12-14 09:33:48,Customer applies for loan,,,
294,2022-12-14 11:33:48,Check application data,41181,,
294,2022-12-14 13:33:48,Normal Check,,0,
294,2022-12-14 15:33:48,Overall Assessment,,,True
294,2022-12-14 17:33:48,Inform Customer,,,
295,2022-12-13 12:46:14,Customer applies for loan,,,
295,2022-12-13 14:46:14,Check application data,36582,,
295,2022-12-13 16:46:14,Normal Check,,3,
295,2022-12-13 18:46:14,Overall Assessment,,,True
295,2022-12-13 20:46:14,Inform Customer,,,
296,2022-12-10 12:28:06,Customer applies for loan,,,
296,2022-12-10 14:28:06,Check application data,71055,,
296,2022-12-10 16:28:06,Normal Check,,1,
296,2022-12-10 18:28:06,Overall Assessment,,,True
296,2022-12-10 20:28:06,Inform Customer,,,
297,2022-11-27 09:49:43,Customer applies for loan,,,
297,2022-11-27 11:49:43,Check application data,22253,,
297,2022-11-27 13:49:43,Normal Check,,4,
297,2022-11-27 15:49:43,Overall Assessment,,,False
297,2022-11-27 17:49:43,Inform Customer,,,
298,2022-12-09 12:39:46,Customer applies for loan,,,
298,2022-12-09 14:39:46,Check application data,21026,,
298,2022-12-09 16:39:46,Normal Check,,0,
298,2022-12-09 18:39:46,Overall Assessment,,,True
298,2022-12-09 20:39:46,Inform Customer,,,
299,2022-12-13 10:27:37,Customer applies for loan,,,
299,2022-12-13 12:27:37,Check application data,96502,,
299,2022-12-13 14:27:37,Extensive Check,,1,
299,2022-12-13 16:27:37,Overall Assessment,,,False
299,2022-12-13 18:27:37,Inform Customer,,,
300,2022-12-12 15:52:06,Customer applies for loan,,,
300,2022-12-12 17:52:06,Check application data,79015,,
300,2022-12-12 19:52:06,Normal Check,,4,
300,2022-12-12 21:52:06,Overall Assessment,,,False
300,2022-12-12 23:52:06,Inform Customer,,,
301,2022-11-29 16:56:58,Customer applies for loan,,,
301,2022-11-29 18:56:58,Check application data,57214,,
301,2022-11-29 20:56:58,Normal Check,,1,
301,2022-11-29 22:56:58,Overall Assessment,,,True
301,2022-11-30 00:56:58,Inform Customer,,,
302,2022-12-08 17:03:37,Customer applies for loan,,,
302,2022-12-08 19:03:37,Check application data,73286,,
302,2022-12-08 21:03:37,Normal Check,,3,
302,2022-12-08 23:03:37,Overall Assessment,,,True
302,2022-12-09 01:03:37,Inform Customer,,,
303,2022-12-09 17:56:45,Customer applies for loan,,,
303,2022-12-09 19:56:45,Check application data,27657,,
303,2022-12-09 21:56:45,Normal Check,,4,
303,2022-12-09 23:56:45,Overall Assessment,,,False
303,2022-12-10 01:56:45,Inform Customer,,,
304,2022-12-09 09:04:56,Customer applies for loan,,,
304,2022-12-09 11:04:56,Check application data,23055,,
304,2022-12-09 13:04:56,Normal Check,,4,
304,2022-12-09 15:04:56,Overall Assessment,,,False
304,2022-12-09 17:04:56,Inform Customer,,,
305,2022-12-03 18:12:17,Customer applies for loan,,,
305,2022-12-03 20:12:17,Check application data,98402,,
305,2022-12-03 22:12:17,Extensive Check,,0,
305,2022-12-04 00:12:17,Overall Assessment,,,True
305,2022-12-04 02:12:17,Inform Customer,,,
306,2022-12-14 17:38:32,Customer applies for loan,,,
306,2022-12-14 19:38:32,Check application data,30398,,
306,2022-12-14 21:38:32,Normal Check,,4,
306,2022-12-14 23:38:32,Overall Assessment,,,False
306,2022-12-15 01:38:32,Inform Customer,,,
307,2022-12-03 15:11:05,Customer applies for loan,,,
307,2022-12-03 17:11:05,Check application data,23260,,
307,2022-12-03 19:11:05,Normal Check,,3,
307,2022-12-03 21:11:05,Overall Assessment,,,True
307,2022-12-03 23:11:05,Inform Customer,,,
308,2022-12-05 09:42:53,Customer applies for loan,,,
308,2022-12-05 11:42:53,Check application data,48137,,
308,2022-12-05 13:42:53,Normal Check,,1,
308,2022-12-05 15:42:53,Overall Assessment,,,True
308,2022-12-05 17:42:53,Inform Customer,,,
309,2022-11-26 09:07:23,Customer applies for loan,,,
309,2022-11-26 11:07:23,Check application data,83292,,
309,2022-11-26 13:07:23,Extensive Check,,1,
309,2022-11-26 15:07:23,Overall Assessment,,,False
309,2022-11-26 17:07:23,Inform Customer,,,
310,2022-12-03 13:12:47,Customer applies for loan,,,
310,2022-12-03 15:12:47,Check application data,36670,,
310,2022-12-03 17:12:47,Normal Check,,3,
310,2022-12-03 19:12:47,Overall Assessment,,,True
310,2022-12-03 21:12:47,Inform Customer,,,
311,2022-12-14 08:54:12,Customer applies for loan,,,
311,2022-12-14 10:54:12,Check application data,74406,,
311,2022-12-14 12:54:12,Normal Check,,0,
311,2022-12-14 14:54:12,Overall Assessment,,,True
311,2022-12-14 16:54:12,Inform Customer,,,
312,2022-11-30 18:11:47,Customer applies for loan,,,
312,2022-11-30 20:11:47,Check application data,19246,,
312,2022-11-30 22:11:47,Normal Check,,4,
312,2022-12-01 00:11:47,Overall Assessment,,,False
312,2022-12-01 02:11:47,Inform Customer,,,
313,2022-12-09 18:09:49,Customer applies for loan,,,
313,2022-12-09 20:09:49,Check application data,70261,,
313,2022-12-09 22:09:49,Normal Check,,3,
313,2022-12-10 00:09:49,Overall Assessment,,,True
313,2022-12-10 02:09:49,Inform Customer,,,
314,2022-12-09 11:35:15,Customer applies for loan,,,
314,2022-12-09 13:35:15,Check application data,32257,,
314,2022-12-09 15:35:15,Normal Check,,3,
314,2022-12-09 17:35:15,Overall Assessment,,,True
314,2022-12-09 19:35:15,Inform Customer,,,
315,2022-11-26 08:13:02,Customer applies for loan,,,
315,2022-11-26 10:13:02,Check application data,70354,,
315,2022-11-26 12:13:02,Normal Check,,2,
315,2022-11-26 14:13:02,Overall Assessment,,,True
315,2022-11-26 16:13:02,Inform Customer,,,
316,2022-11-30 18:55:16,Customer applies for loan,,,
316,2022-11-30 20:55:16,Check application data,36743,,
316,2022-11-30 22:55:16,Normal Check,,2,
316,2022-12-01 00:55:16,Overall Assessment,,,True
316,2022-12-01 02:55:16,Inform Customer,,,
317,2022-12-06 14:39:58,Customer applies for loan,,,
317,2022-12-06 16:39:58,Check application data,51615,,
317,2022-12-06 18:39:58,Normal Check,,3,
317,2022-12-06 20:39:58,Overall Assessment,,,True
317,2022-12-06 22:39:58,Inform Customer,,,
318,2022-12-12 16:02:41,Customer applies for loan,,,
318,2022-12-12 18:02:41,Check application data,33948,,
318,2022-12-12 20:02:41,Normal Check,,0,
318,2022-12-12 22:02:41,Overall Assessment,,,True
318,2022-12-13 00:02:41,Inform Customer,,,
319,2022-11-27 18:25:56,Customer applies for loan,,,
319,2022-11-27 20:25:56,Check application data,19509,,
319,2022-11-27 22:25:56,Normal Check,,2,
319,2022-11-28 00:25:56,Overall Assessment,,,True
319,2022-11-28 02:25:56,Inform Customer,,,
320,2022-11-28 18:18:35,Customer applies for loan,,,
320,2022-11-28 20:18:35,Check application data,53695,,
320,2022-11-28 22:18:35,Normal Check,,4,
320,2022-11-29 00:18:35,Overall Assessment,,,False
320,2022-11-29 02:18:35,Inform Customer,,,
321,2022-12-09 13:41:11,Customer applies for loan,,,
321,2022-12-09 15:41:11,Check application data,99413,,
321,2022-12-09 17:41:11,Extensive Check,,1,
321,2022-12-09 19:41:11,Overall Assessment,,,False
321,2022-12-09 21:41:11,Inform Customer,,,
322,2022-12-12 11:56:20,Customer applies for loan,,,
322,2022-12-12 13:56:20,Check application data,68893,,
322,2022-12-12 15:56:20,Normal Check,,3,
322,2022-12-12 17:56:20,Overall Assessment,,,True
322,2022-12-12 19:56:20,Inform Customer,,,
323,2022-12-15 12:42:26,Customer applies for loan,,,
323,2022-12-15 14:42:26,Check application data,48854,,
323,2022-12-15 16:42:26,Normal Check,,2,
323,2022-12-15 18:42:26,Overall Assessment,,,True
323,2022-12-15 20:42:26,Inform Customer,,,
324,2022-11-27 09:40:25,Customer applies for loan,,,
324,2022-11-27 11:40:25,Check application data,39147,,
324,2022-11-27 13:40:25,Normal Check,,1,
324,2022-11-27 15:40:25,Overall Assessment,,,True
324,2022-11-27 17:40:25,Inform Customer,,,
325,2022-12-12 08:34:12,Customer applies for loan,,,
325,2022-12-12 10:34:12,Check application data,74481,,
325,2022-12-12 12:34:12,Normal Check,,2,
325,2022-12-12 14:34:12,Overall Assessment,,,True
325,2022-12-12 16:34:12,Inform Customer,,,
326,2022-11-27 16:45:54,Customer applies for loan,,,
326,2022-11-27 18:45:54,Check application data,87832,,
326,2022-11-27 20:45:54,Extensive Check,,2,
326,2022-11-27 22:45:54,Overall Assessment,,,False
326,2022-11-28 00:45:54,Inform Customer,,,
327,2022-12-15 10:32:18,Customer applies for loan,,,
327,2022-12-15 12:32:18,Check application data,81926,,
327,2022-12-15 14:32:18,Extensive Check,,4,
327,2022-12-15 16:32:18,Overall Assessment,,,False
327,2022-12-15 18:32:18,Inform Customer,,,
328,2022-12-15 10:01:31,Customer applies for loan,,,
328,2022-12-15 12:01:31,Check application data,71854,,
328,2022-12-15 14:01:31,Normal Check,,4,
328,2022-12-15 16:01:31,Overall Assessment,,,False
328,2022-12-15 18:01:31,Inform Customer,,,
329,2022-12-15 16:40:26,Customer applies for loan,,,
329,2022-12-15 18:40:26,Check application data,85321,,
329,2022-12-15 20:40:26,Extensive Check,,1,
329,2022-12-15 22:40:26,Overall Assessment,,,False
329,2022-12-16 00:40:26,Inform Customer,,,
330,2022-12-14 16:00:03,Customer applies for loan,,,
330,2022-12-14 18:00:03,Check application data,43369,,
330,2022-12-14 20:00:03,Normal Check,,2,
330,2022-12-14 22:00:03,Overall Assessment,,,True
330,2022-12-15 00:00:03,Inform Customer,,,
331,2022-12-01 13:08:21,Customer applies for loan,,,
331,2022-12-01 15:08:21,Check application data,78317,,
331,2022-12-01 17:08:21,Normal Check,,2,
331,2022-12-01 19:08:21,Overall Assessment,,,True
331,2022-12-01 21:08:21,Inform Customer,,,
332,2022-12-15 14:36:01,Customer applies for loan,,,
332,2022-12-15 16:36:01,Check application data,71360,,
332,2022-12-15 18:36:01,Normal Check,,3,
332,2022-12-15 20:36:01,Overall Assessment,,,True
332,2022-12-15 22:36:01,Inform Customer,,,
333,2022-12-08 16:26:17,Customer applies for loan,,,
333,2022-12-08 18:26:17,Check application data,49993,,
333,2022-12-08 20:26:17,Normal Check,,0,
333,2022-12-08 22:26:17,Overall Assessment,,,True
333,2022-12-09 00:26:17,Inform Customer,,,
334,2022-11-27 13:04:31,Customer applies for loan,,,
334,2022-11-27 15:04:31,Check application data,54173,,
334,2022-11-27 17:04:31,Normal Check,,1,
334,2022-11-27 19:04:31,Overall Assessment,,,True
334,2022-11-27 21:04:31,Inform Customer,,,
335,2022-12-06 17:46:11,Customer applies for loan,,,
335,2022-12-06 19:46:11,Check application data,67004,,
335,2022-12-06 21:46:11,Normal Check,,1,
335,2022-12-06 23:46:11,Overall Assessment,,,True
335,2022-12-07 01:46:11,Inform Customer,,,
336,2022-11-26 16:50:27,Customer applies for loan,,,
336,2022-11-26 18:50:27,Check application data,26858,,
336,2022-11-26 20:50:27,Normal Check,,0,
336,2022-11-26 22:50:27,Overall Assessment,,,True
336,2022-11-27 00:50:27,Inform Customer,,,
337,2022-12-15 13:33:14,Customer applies for loan,,,
337,2022-12-15 15:33:14,Check application data,74663,,
337,2022-12-15 17:33:14,Normal Check,,4,
337,2022-12-15 19:33:14,Overall Assessment,,,False
337,2022-12-15 21:33:14,Inform Customer,,,
338,2022-12-01 18:48:29,Customer applies for loan,,,
338,2022-12-01 20:48:29,Check application data,16896,,
338,2022-12-01 22:48:29,Normal Check,,2,
338,2022-12-02 00:48:29,Overall Assessment,,,True
